Naam,ID,Website,Ultimate klant,Asana_ID,Duits SEO,Wie,Land,Provincie,Toeristische Regio,latitude,longitude,Plaats,Primaire doelgroep,Omgeving,Aantal sterren,Kampeerplekken,Camperplaats,Vakantiehuizen,Chalets/stacaravans,Groepsacco's,Bijzondere acco's,Glamping,Appartementen,Events (als overnachtingslocatie),Faciliteiten,Zwemmogelijkheden,Binnenzwembad,Buitenzwembad,Zwemvijver/-meer,Buitenspeeltuin,Indoorspeeltuin,Restaurant,Bar,Supermarkt,Snackbar,Bowling,Fietsverhuur,Wellness op het park,Wellness bij accommodatie,Laadpaal,Mindervalide woningen,Kampeerplek met privé sanitair,Vismogelijkheden,Watersport,Padel,Tennis,Multicourt,Voetbalveld,Minigolf,Golf,Bootverhuur,Jachthaven,Duurzaamheid,Christelijk,Vuurwerkvrij,Animatie,Huisdier toegestaan,Kindvriendelijk,In / bij het bos,Aan zee,Aan het water (excl zee),BBQ op het park/bij woning,Accommodatie Types,pets_allowed_at_accommodation,bbq_at_accommodation,sauna_at_accommodation,jacuzzi_at_accommodation
De Stelhoeve,2310,https://www.stelhoeve.nl/,x,1206294577528975,,,Nederland,Zeeland,,"51,524244","3,981713",,,"Nationaal Park Oosterschelde, Strandjes, Duiken, Zeilen, Gold, Maria Magdalenakerk, Stroomtrein Goes, Bierbrouwerij Slot Oostende, Rijksmonument Kuiperspoort Middelburg, Abdijtoren de Lange Jan, De Oostkerk van Middelburg 1667, Zeeuws Museum, Stadsbrouwerij Middelburg",,Nee,,Ja,,,,Nee,,,"Alleen voor groepsaccomodatie: Voetbal- en pooltafel, Speeltuintje en groot speelveld",Nee,,,,,,,,,,,,,,Nee,Ja,,,,,,,,,,,,,,,,Nee,Ja,,,,Nee,"80% Vakantiehuizen (4), 20% Groepsaccommodatie (1)",100% none (5),0% (0),0% (0),0% (0)
De Watersnip,2276,https://www.watersnip.nl/,x,1206701847264855,,,Nederland,Noord-Holland,,"52,7604722","4,6626594",,,"Zeehonden spotten, Kustbus, Watersporten, Land van fluwel, Bloemenvelden, De duinen van Petten, Dierenpark Hoenderdaell",,Ja,,Ja,,,,Nee,,,"Plons & Parel Indoor Speelparadijs, Fietsverhuur, Musthave Shop Hola Guapa, Elektrische auto, Indoor recreatie, E-chopper verhuur, Banaanvaren, Buitenzwembad, Animatieteam, Fietsroutes, Wasserette, Massageservice, Groepsuitjes, Wifi internet, Wandelroutes, Restaurant, Supermarkt, Snackbar, Huisdieren, Toilet- en douchegebouwen, Surf- en kitesurfschool, Speeltuinen, Openingstijden camping en accommodaties",Ja,,Ja,,,,,,,,,,,,Ja,,,,,,,,,,,,,,,,"Ja, in het hoogseizoen",Nee,Ja,,,,Nee,"90.1% Vakantiehuizen (64), 8.5% Kampeerplaatsen (6), 1.4% Beheerwoningen (1)","78.9% none (56), 21.1% all (15)",22.5% (16),0% (0),0% (0)
De Witte Berg,815,https://www.dewitteberg.nl/,x,902052573907550,,Caner,Nederland,Overijssel,Twente,"52,4236593","6,8931739",,,"Natuurgebied Het Springendal, Uitkijktoren op de Lönsberg, Aboreteum, Natuurlijk crossen, Openlucht Kartbaan Oldenzaal, Trekker rijden, Nostalgisch rijden, Twentetoer, Zwembaden, Bounce Valley Enschede, Avatarz, IJsbaan Twente, Speeltuin en glow in de dark golf Moskieft, Houten speeltuin Uelsen, Speelparadijs Crocky, Maisdoolhof Fleringen, Go Kids, Attractiepark de Waarbeek, Dierentuin Nordhorn, Jump XL, Kidsproof Twente, Avonturenpark Hellendoorn, Attractiepark Slagharen, Spaboerderij, De watertoren, stadpomp en stadsputten, Cosmos Sterrenwacht, Manderveense aardbei, Vissen, Markten, Musea, Othmar Brouwerijtour",5 sterren,Ja,,Ja,,,,Ja,,,"IJsloket, Broodjesservice, Campingwinkeltje, Restaurant 'Bie Heintje', Cafetaria, Teun, Jet en Bram, Speeltuintjes, Indoor speeltuin, Spreekwoordenpad, Visvijver, Animatie, Adventure golf vanaf 2026!, Zwembad, Natuurlijke zwemvijver, Waterspeeltuin, Luxe sanitair, Fietsverhuur, Camperservice station, Oplaadpunt elektrische auto's, Receptie, Openingstijden",Ja,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Nee,,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"Ja, in schoolvakanties",Ja,Ja,Ja,Nee,Nee,,"44% Vakantiehuizen (11), 44% Kampeerplaatsen (11), 8% Groepsaccommodatie (2), 4% Jaarplaatsen (1)","52% all (13), 40% none (10), 8% some (2)",0% (0),0% (0),8% (2)
Duinhoeve,466,https://www.duinhoeve.nl/,x,985873342896026,,Caner,Nederland,Noord-Brabant,Loonse en Drunense Duinen,"51,6368341","5,1183056",,,"Loonse en Drunense Duinen, Loonse en Drunense Duinen, Van Gogh in Brabant, Van Gogh in Brabant, Kastelen en Musea, Steden en dorpen, Uitstapjes, Wandelen en fietsen, Wandelen en fietsen, Zwemmen in de omgeving, Restaurants in de omgeving",,Ja,,Ja,,,,Ja,,,"Natuurbelevingstuin, Broodjes en ontbijtservice, Tafeltennis, Zwembad, Animatie, Receptie, Speeltuinen, Sanitair, Televisie- ontvangst, Mindervalidensanitair, Fiets & skelterverhuur, Huisdieren, Boodschapjes, Laadpaal, Parkeren, Wasserette, WIFI",Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"Ja, in schoolvakanties",Ja,Ja,Ja,Nee,Nee,,"65.9% Vakantiehuizen (27), 19.5% Kampeerplaatsen (8), 14.6% Glamping (nieuw) (6)","53.7% all (22), 43.9% none (18), 2.4% some (1)",0% (0),0% (0),0% (0)
Het Verscholen Dorp,1987,https://www.verscholendorp.com/,x,1203455042943384,,,Nederland,Gelderland,Veluwe,"52,3280589","5,6321504",,,"Restaurants in Harderwijk, Top 5 restaurants met kids in de omgeving, Buitenplaats Het Loo, Het Veluwemeer, Escape Tour door Harderwijk, De mooiste mountainbikeroutes op de Veluwe, Wandelroutes door de omgeving, Harderwijk, stad aan het water, Andere steden dichtbij, Escape Tour door Harderwijk, Pittoreske dorpen en steden, Ontdek Utrecht, 5 Leukste musea in de omgeving, Spoorwegmuseum Utrecht, WONDR Experience Amsterdam, Luchtvaartmuseum Aviodrome, De Veluwe, 5 Redenen om de Veluwe te bezoeken, Wandelroutes door de omgeving, Uitjes met slecht weer, Tips van een insider, Tips voor overdekte uitjes met vrienden, familie of collega's, Pittoreske dorpen en steden, Ontdek Utrecht, Avonturenpark Schateiland, Spoorwegmuseum Utrecht, WONDR Experience Amsterdam",,Nee,,Ja,,,,Nee,,,"Verse broodjesservice, Restaurant La Famiglia, Speeltuin, Peuterbad, Verwarmd buitenzwembad, De receptie, Fietsverhuur, Wasserette, Parkeerplaatsen bij de accommodatie",Ja,,Ja,,,,Ja,,,,,,,,Ja,,,,,,,,,,,,,,,,,Ja,Ja,,,,,100% Vakantiehuizen (19),"84.2% all (16), 15.8% none (3)",0% (0),0% (0),0% (0)
Hof van Salland,385,https://www.hofvansalland.com/,x,772740458954827,,Caner,Nederland,Overijssel,Sallandse Heuvelrug,"52,4333532","6,4134731",,,"Wandelen & Fietsen, Streekproducten kopen, Sterrenwacht hellendoorn, Klompenatelier dijkman, Avonturenpark hellendorn, De flierefluiter, Zwembad het ravijn, Zwemparadijs de scheg, Vechtdalhoeve koesafari, Dinoland zwolle, Pitch&Putt, Aero club salland, Forellenkwekerij, Varen, IJsbaan, Theater de tamboer, Museum de laarman, ZINiN film, Natuurmuseum holterberg, Zwiers meubelmakerij museum, middendorpshuis en kruidentuin, Tuinwandeling iron art, Streekmuseum Ommen, Tuinen van Mien Ruys, Landbouwmuseum besthmenertol, Nationaal Tinnen Figuren museum, Beeldentuin Witharen, Bostheater Ommen, Pieterpad, IJsboederij Rosahoeve, Wijngaard de Varsenhof, Rokes Erf, Theeschenkerij RozemArrie, Het junner koeland, Natuurmuseum holterberg, Kinderboedrij Dondertman",5 sterren,Nee,,Ja,,,,Nee,,,"Restaurant De Hazelaer, Zwembad, Fietsen huren, Tennisbaan, Receptie, Speelgelegenheid, Laadpalen",Ja,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,"Ja, accommodaties met wellness",Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Barbecue avond op het park,"90.9% Vakantiehuizen (20), 9.1% Kamers (2)","50% some (11), 31.8% all (7), 18.2% none (4)",0% (0),36.4% (8),4.5% (1)
Hofparken De Bergvennen,2082,https://www.hofparken.nl/de-bergvennen,x,1204352976699747,,,Nederland,Overijssel,Twente,"52,4244007","7,006406",,,"Landgoed Singraven, Attractiepark Slagharen, Cosmos sterrenwacht, Bergvennen & Brecklenkampse Veld, Freibad Nordhorn",,Nee,,Ja,,,,Nee,,,"Wellness, Parkwinkel, Speelweide, Zonovergoten terras, Ligweide, Avonturenkist, E-bike verhuur",Nee,,,,,,Ja,,,,,,,"Ja, accommodaties met sauna",Ja,,,,,,,,,,,,,,,,,Ja,Ja,,,,,100% Vakantiehuizen (13),"53.8% some (7), 30.8% all (4), 15.4% none (2)",0% (0),61.5% (8),53.8% (7)
Hofparken Wiltershaar,2081,https://www.hofparken.nl/wiltershaar,x,1204352976699747,,,Nederland,Gelderland,Achterhoek,"51,9508273","6,7758279",,,"Het strandbad, Lichtenvoorde, Steengroeve van Winterswijk, Recreatiegebied Hilgelo, Golfbaan de Voortwisch, Nationaal Landschap, Villa Mondriaan, Wijngaard Hesselink, Zwilbrocker Venn",,Nee,,Ja,,,,Nee,,,"Parkwinkel, Natuurlijke zwemvijver, Ligweide, Picknick faciliteiten, Petanque-banen, E-bike verhuur, Avonturenkist",Nee,,,Ja,,,Ja,,,,,,,"Ja, accommodaties met sauna en hottub",Ja,,,,,,,,,,,,,,,,,Ja,Ja,,,,,"95.8% Vakantiehuizen (23), 4.2% Kamers (1)","58.3% all (14), 37.5% some (9), 4.2% none (1)",0% (0),58.3% (14),45.8% (11)
Hölte,262,https://www.holte.nl/,x,1198186737581196,,Caner,Nederland,Overijssel,Sallandse Heuvelrug,"52,3005743","6,4628145",,,"De Sallandse Heuvelrug, De Regge, Natuurgebied De Borkeld, Natuurgebied De Lemelerberg, Natuurgebied Het Lutterzand, Natuurgebied De Sprengenberg, Hoog Holten, 't Losse Hoes, De Swarte Ruijter ⭐, Bistro de Holterberg, Hollywood, Da Vinci, Deja-vu, Tastoe, Buitengewoon Holten, Grand Café de Biester, De Pannenkoekenbakker Holten, Ivo's Restobar, Bakkerij Nijkamp, Jackies NYCuisine, Brodshoes Rijssen, Fietsen en wandelen, Liberation wandelroute Sallandse Heuvelrug, Wereldtijdpad in Rijssen en Holten, BikePark Salland, MTB-Routes rond Hellendoorn, Overtoom-Middelveen, Bezoekerscentrum De Sallandse Heuvelrug, Canadian War Cemetery, Landgoed Twickel, Natuurmuseum Holterberg, Rijssens leemspoor museum, Rijssens museum de Oosterhof, Ontdek de pelmolen, Brandweer museum, Windkerenmolen de Hegeman",,Nee,,Ja,,,,Nee,,,"Verwarmd buitenzwembad, Fietsverhuur, Ontbijtservice in je huisje, Buitensport, Laadpalen voor elektrische auto's",Ja,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Ja,"Ja, accommodaties met sauna en hottub",Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,Ja,Ja,Ja,,,,100% Vakantiehuizen (28),"53.6% all (15), 39.3% none (11), 7.1% some (2)",0% (0),25% (7),32.1% (9)
Les Forges Villas,1590,https://www.villaparcs.nl/les-forges-villas,x,1184042458926338,,,Frankrijk ,,,"46,54095226","-0,03767200793",,,"Golf Bluegreen Des Forges, Regionaal natuurpark Marais Poitevin",,Nee,,Ja,,,,Nee,,,"Buitenzwembad, Golfbaan op loopafstand, Animatie, Parkeren, Veranda en terras, Sportveld, Jeu de boules, Elektrische auto's, Wifi",Ja,,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ja, in juli en augustus",Ja,Ja,,,,,"77.8% Vakantiehuizen (7), 22.2% Beheerwoningen (2)",100% all (9),0% (0),0% (0),0% (0)
Mölke,304,https://www.molke.nl/,x,1198186737581194,,Caner,Nederland,Overijssel,Twente,"52,3269198","6,5183975",,,"Sallandse Heuvelrug, De Regge, Het Reggedal, Fietsen en wandelen, Avonturenpark Hellendoorn, De Apenheul, Internationaal brandweermuseum, IJsboerderij 'n Mors, Streekproducten, De Wijnmakers, Kalfsvlees Zuna, Reggezuivel, Zunakaas",5 sterren,Ja,,Ja,,,,Ja,,,"Restaurant, Streekwinkel, Snackbar, Kanovaren, Fluisterbootjes, Suppen, Green buggy, Visvijver, Green scooter, Fietsverhuur, Showbowlen, Binnenspeeltuin, Overdekt zwembad, Escape-kist, Animatieteam, Strandje aan de Regge, Buitenspeeltuin, Skelterverhuur, All-weather sportveld, Mini-LandRovers, Airtrampoline",Ja,Ja,Nee,Nee,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,"Ja, accommodaties met sauna en hottub",Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,"Ja, in schoolvakanties",Ja,Ja,Nee,Nee,Ja,Barbecue arrangementen,"91.6% Andere accommodaties (87), 7.4% Kampeerplaatsen (7), 1.1% Vakantiehuizen (1)","57.9% all (55), 26.3% none (25), 15.8% some (15)",0% (0),15.8% (15),28.4% (27)
Noetselerberg,405,https://www.noetselerberg.nl/,x,578968230005954,,Caner,Nederland,Overijssel,Sallandse Heuvelrug,"52,35039898","6,455183642",,,"Nationaal Park Sallandse Heuvelrug, Sterrenwacht Hellendoorn, Kartplaza Actionworld, Avonturenpark Hellendoorn, Kinderboerderij Dondertman, Fietsen en wandelen, Speelbospad, De Wilgenweard, Mountainbiken, Golfclub de Koepel, Recreatieplas Het Lageveld, Memory Vrijheidsmuseum, Bakkerij- en IJsmuseum, Natuurdiorama Holterberg",5 sterren,Ja,,Ja,,,,Ja,,,"Receptie en infopunt, Wifi, Huisdieren, Laadpalen, Gratis Digitale leesmap, Fiets- en MTB verhuur, Bistro de Oale Ste, Horeca, Winkel, Buitenzwembad, Indoor speeltuin, Sportfaciliteiten, Speelfaciliteiten, Sanitair",Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee ,"Ja, in schoolvakanties",Ja,Ja,Ja,Nee,Nee,,"63.6% Andere accommodaties (14), 31.8% Kampeerplaatsen (7), 4.5% Jaarplaatsen (1)","63.6% none (14), 22.7% all (5), 13.6% some (3)",0% (0),0% (0),0% (0)
Onthaasten in de Achterhoek,245,https://www.onthaastenindeachterhoek.nl/,x,794406698773894,,Caner,Nederland,Gelderland,Achterhoek,"52,00658494","6,608037087",,,"Boeren golf, golfen tussen de koeien, Kaasmakerij, Scooters en andere voertuigen, Golfclub ’t Lohr, Pannenkoekenhuis & Openlucht museum, Wijngaard Schepershof, Loco Lievelde, Welgelegen  Restaurant & Bootshuis, De Stadsch Pomp, Welgelegen, Grand Café Markt 5, Markant, Hoofdkwartier van de Prins, Restaurant Kruidt, Historie tweede wereld oorlog, Megapret, Zwemparadijs in Bocholt, Duitsland, Servicetheater Skopein Winterswijk, Albert Heijn Lichtenvoorde",,Nee,,Ja,,,,Nee,,,"Massage op locatie, VIP pakket, Hottub service, Tennissen",Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,"Ja, accommodaties met sauna en hottub",Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Nee,Nee,,"93.3% Vakantiehuizen (14), 6.7% Ligplaatsen (1)","53.3% none (8), 46.7% all (7)",0% (0),86.7% (13),86.7% (13)
Parc Madeleine,1343,https://www.villaparcs.nl/parc-madeleine,x,1184042458926338,,,Frankrijk ,,,"45,41569432","6,363936094",,,"Franse Alpen, Skien, Zwembad, Welness, Bowling",,Nee,,Ja,,,,Nee,,,"Parkeren, Restaurant, Skilockers, Broodjes service, Speelhoek & vide, Ski huur",Nee,,,,,,Ja,,,,,,,,,Ja,,,,,,,,,,,,,,,,Ja,Ja,,,,,100% Vakantiehuizen (8),"62.5% all (5), 37.5% some (3)",0% (0),0% (0),0% (0)
Park Drentheland,2591,https://www.parkdrentheland.nl/,x,1209139423799508,,,Nederland,Drenthe,,"52,9221815","6,2528848",,,"De Jongens van Outdoor, Speeltuin D'elf leken, Paardrijden, Bad & Klimpark Hesselingen, Wildlands Adventure Zoo, Speel- en IJsboederij De Drentse koe, Verkeers- en attractiepark Duinen Zathe, The Nature Game, Landgoed vol verrassingen, Zoo Bizar in Orvelte, Zwembaden in de omgeving, Buitencentrum Appelscha, Speeltuin D'elf leken, Speel- en Dierenpark Sanjes Safari, Vlinderparadijs Papiliorama, Paardrijlessen bij de Ludanchelo Hoeve, Hunebedden, Museum de Proefkolonie, Miramar Zeemuseum, Herinneringscentrum Park Westerbork, Gevangenismuseum Veenhuizen, Drents Museum, Jan Kruis Museum, OER museum, Hunebedcentrum Borger, Museum Valse Kunst, Nationaal Vlechtmuseum Noordwolde, Natuurmuseum Leeuwarden, Van Gogh huis Drenthe, Openluchtmuseum Ellert en Brammert, TT circuit Assen, Sauna Het Friese Woud, Geopark De Hondsrug, Kaasboederij De Stelp",,Ja,,Ja,,,,Nee,,,"Minimarket, Paardenstalling, Zwembad, Buitenbar, Tennisbaan, Speelzolder, Minigolf, Kampvuurplaats, Huur een barbecue, Fietsverhuur, Dieren Doe Pad, Speelveld, Live muziek, E-chopper verhuur, Het Koloniepad, Honden uitlaatbos",Ja,,,,,,,Ja,,,,Ja,,,Ja,,Ja,,,,,,,,,,,,,,,Ja,Ja,,,,"Ja, barbecue services","71.4% Vakantiehuizen (10), 21.4% Kampeerplaatsen (3), 7.1% Paardenstallen (1)","85.7% all (12), 7.1% some (1), 7.1% none (1)",0% (0),0% (0),0% (0)
Recreatiepark Den Blanken,2653,https://www.recreatieparkdenblanken.nl/,x,1208578916010186,,,Nederland,Gelderland,Achterhoek,"52,1758322","6,5907985",,,"IJsboederij 't Dommerholt, Oogstfeesten, Pannekoeken boederij de Heikamp, Wijngaard Hesselink, Wijnhoeve Kunneman, Klimbos Achterhoek, Erve Brooks, Hof van Eckberge, Overdekt pretpark Bommelwereld, Huis te Diepenheim, kasteel Nijenhuis, kasteel Warmelo, kasteel Wegdam, kasteel Weldam, kasteel Westerflier, Geologisch natuurpad needse, vleerroute, boerderijmuseum de lebbenbrugge, houtzaagmolen Agneta, Museum MORE, KAsteel vorden, Kasteel Twickel, Vissen",4 Sterren ,Ja,,Ja,,,,Ja,,,"Animatie, Binnenspeeltuin, Buiten spelen, Buitenzwembad, Bistro De Hoeve, Snackbar, Jeu de boulesbaan, Voetbalveld, Broodjesservice, Receptie, Sanitair en wasserette, Skelters, Wifi",Ja,,Ja,,,,,,,,,,,"Ja, accommodaties met hottub en/of sauna",Nee,,Ja,,,,,,,,,,,,,,"Ja, in de schoolvakanties",Ja,Ja,,,,Nee,"52.6% Vakantiehuizen (10), 36.8% Kampeerplaatsen (7), 10.5% Camperplaatsen (2)","42.1% none (8), 36.8% some (7), 21.1% all (4)",0% (0),15.8% (3),21.1% (4)
Sallandshoeve,1312,https://www.sallandshoeve.nl/,x,"1,15072E+15",,Caner,Nederland,Overijssel,Sallandse Heuvelrug,"52,3215062","6,3429455",,,"Natuurdiorama de Holterberg, Indoor en outdoor speeltuin de Flierefluiter, Avonturenpark Hellendoorn, Dinoland Zwolle, Apenheul Apeldoorn, Kunstijsbaan de Scheg Deventer, Sallands Maisdoolhof Lemelerveld, Boer’n Xpeditie Lemelerveld, Natuurdiorama de Holterberg, Indoor en outdoor speeltuin de Flierefluiter, Avonturenpark Hellendoorn, Dinoland Zwolle, Apenheul Apeldoorn, Kunstijsbaan de Scheg Deventer, Sallands Maisdoolhof Lemelerveld, Boer’n Xpeditie Lemelerveld, Golfclub de Koepel, Golfclub Erve Braakman, Sallandsche Golfclub ‘De Hoek’, Twentsche Golfclub, Golfclub de Koepel, Golfclub Erve Braakman, Sallandsche Golfclub ‘De Hoek’, Twentsche Golfclub, Wechelerveld route, BikePark Salland, Blauwe route Holten, Paarse route Hellendoorn, Oostermaet route, Salland route, Wechelerveld route, BikePark Salland, Blauwe route Holten, Paarse route Hellendoorn, Oostermaet route, Salland route, Nationaal Park de Sallandse Heuvelrug, Buitencentrum Sallandse Heuvelrug, Kasteel Het Nijenhuis, Een leven lang Boer, Canadese Begraafplaats, De Sprengenberg, Landbouw museum de Laarman, American Motorcycle museum, Nationaal Park de Sallandse Heuvelrug, Buitencentrum Sallandse Heuvelrug, Kasteel Het Nijenhuis, Een leven lang Boer, Canadese Begraafplaats, De Sprengenberg, Landbouw museum de Laarman, American Motorcycle museum, Top 10 heideroutes, Koeweide route, Ommetje Holterberg, Oranje route Sprengenberg, Top 10 heideroutes, Koeweide route, Ommetje Holterberg, Oranje route Sprengenberg",4 sterren,Ja,,Ja,,,,Ja,,,"Receptie, Animatieteam, Restaurant Boerderij Sallandshoeve, Binnenzwembad, Speeltuin, Speelvijver, Toiletgebouw, Skelterverhuur, Midgetgolf, Tafeltennistafel, Interactieve voetbalmuur, Spellenplein, Fietsverhuur, Massagesalon, Wifi, Winkel, Binnenspeeltuin",Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,"Ja,  accommodaties met privé jacuzzi ",Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"Ja, april t/m agusutus",Nee,Ja,Ja,Nee,Nee,,"80% Vakantiehuizen (36), 8.9% Kampeerplaatsen (4), 6.7% Appartementen (3), 4.4% Kamers (2)","66.7% all (30), 17.8% some (8), 15.6% none (7)",0% (0),2.2% (1),2.2% (1)
Sandberghe,244,https://www.sandberghe.nl/,x,1201164100646601,,Caner,Nederland,Noord-Brabant,,"51,6675775","5,5763734",,,"Mastworp Fietsverhuur en Klimpark, Hullie Speelboerderij, Gym, Dierenpark Zie-Zoo, Billy Birdpark Hemelrijk, Alpacafarm Vorstenbosch, Kinderboederij Groenhoeve, Dollie's Bowling en Gamingcenter, Escaperoom Hotel Veloria, Golfpark de bonte bij, Stuifduinen van bedaf, natuurgebied de maashorst, wandelroutes, kabouterpad, docus de das avontirenpad, speelbos, Molen van jetten, Museum krona, Tentoonstelling 'bewogen landschap in beweging', De Bedafse Pier, Bar bistro duco, Gossimijne uden, Gastrobar blitz, De eetkaAmer, Umaizo sushi",,Nee,,Ja,,,,Ja,,,"Kom tot rust in de sauna, Het Doe & Ontdek team, Plons in het zwembad, Beleef pret in de speeltuin, Verblijven met je paard, Geniet bij de Bedafse Pier, Trek eropuit in de Maashorst, Speel binnen én buiten, Ontdek de moestuin, Fietsverhuur en Klimpark, Kook op de buitenkeukens, Maak een kampvuur",Ja,Nee,Ja,Nee,Ja,,,Ja,,,,,"Ja, een sauna op het vakantiepark",,Ja,,,,,,,,,,,,,,,,,Ja,Ja,,,,Barbecues te huur op het park,"91.5% Vakantiehuizen (43), 8.5% Kampeerplaatsen (4)","80.9% all (38), 17% some (8), 2.1% none (1)",0% (0),17% (8),31.9% (15)
Strandweelde,1786,https://www.strandweelde.nl/,x,1210624898913068,,,Nederland,Zeeland,,"51,3819735","3,4574076",,,,,Nee,,Ja,,,,,,,"Bagageservice, Broodjesservice, Pizzaservice, Fietsverhuur, Huisjes ligeen aan de kust",Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ja,Ja,,,,,100% Andere accommodaties (3),"66.7% all (2), 33.3% none (1)",0% (0),0% (0),0% (0)
t Noorder Sandt,2571,https://www.noordersandt.nl/,x,1208177801927666,,,Nederland,Noord-Holland,,"52,9058483","4,7248693",,,"Julianadorp aan Zee, De Helderse Vallei, Bloembollenvelden, Kanoen, Wandelen, Fietsen, SUP, Strand & Zee, Fort kijkduin, Marine museum, De goudvis, Landgoed hoenderdaell",,Ja,,Ja,,,,Ja,,,"'t Sandtcafé, Restaurant 't Sandt, 't Sandtpaviljoen Zee van Tijd, De Buitenkeuken, Kindertheater en slaaptrein, Speeltuinen, Watersport, Zwembad 't Spetternest, Receptie, Sanitair, Fietsverhuur, Bijentuin, Laadpaal voor je elektrische auto, Honden",Ja,Ja,,,,,Ja,,,,,,,,Ja,,,,,,,,,,,,,,,,"Ja, in de schoolvakanties",Ja,Ja,,,,Nee,"50% Accommodaties (8), 50% Kampeerplaatsen (8)","93.8% all (15), 6.3% none (1)",0% (0),0% (0),0% (0)
Tusken de Marren,718,https://www.tuskendemarren.nl/,x,695978092982135,,Caner,Nederland,Friesland,,"53,0501131","5,8245198",,,"Café Kromme Knilles, Hotel/restaurant Goerres, Haventerras De Koken, Fietsverhuur, Step verhuur, E-chopper verhuur, Sloep en motorbootjes verhuur, Zeilboot verhuur, Elektrische sloepen verhuur, SUP verhuur, Wellness in Akkrum, IJsboerderij Boereiis, Kameleondorp Terherne, Kaas- en beleef boerderij de Deelen, Suptropisch zwemparadijs Swimfun, Speelbos Joure, Dierentuin AquaZoo Leeuwarden, Klimpark Aventoer, Attractiepark Duinen Zathe, Natuurgebied de Deelen, Nationaal Park de Alde Feanen, Koninklijk bos Oranjewoud, Kale Duinen, Fries scheepvaart museum, Planetarium, Natuurmuseum Fryslân – Leeuwarden, Ir. D.F. Woudagemaal, Jopie Huisman museum, Schaatsmuseum",,Nee,,Ja,,,,Nee,,,"Vismogelijkheden, Bootverhuur, Ligplaatsen, Ontbijt- en broodjesservice, Borrelbox, Boodschappenpakketten, Barbecueën, Private dining met Mies, Gourmetten, Receptie, Wait App, Wasserette, Linnengoedservice, Speeltuin",Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"Ja, accommodaties met buitenspa",Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Nee,Ja,"Ja, in het hoogseizoen",Ja,Ja,Nee,Nee,Ja,Barbecue service op het park,100% Vakantiehuizen (20),"40% all (8), 40% some (8), 20% none (4)",0% (0),25% (5),20% (4)
